ticker,company,sector,industry,country,market_cap_usd,market_cap_fmt,pe_num,price_num,change_pct,volume_num
KALU,Kaiser Aluminum Corp,Materials,Aluminum,USA,2137120000,2.1371B,23.82,131.87,0,0
KALV,KalVista Pharmaceuticals Inc,Healthcare,Biotechnology,USA,814300000,814.3000M,,16.11,0,0
KBDC,Kayne Anderson BDC Inc,Financials,Asset Management,USA,958970000,958.9700M,9.27,14.02,0,0
KBH,KB Home,Consumer Discretionary,Residential Construction,USA,3661540000,3.6615B,9.41,57.96,0.69,18
KBON,Karbon Capital Partners Corp,Financials,Shell Companies,USA,433790000,433.7900M,,10.06,0,0
KBR,KBR Inc,Industrials,Engineering & Construction,USA,5522780000,5.5228B,14.13,43.49,2.28,148
KCHV,Kochav Defense Acquisition Corp,Financials,Shell Companies,USA,350110000,350.1100M,,10.22,0,0
KD,Kyndryl Holdings Inc,Technology,Information Technology Services,USA,5327830000,5.3278B,13.74,23.31,0,0
KDK,Kodiak AI Inc,Technology,Software - Infrastructure,USA,1667110000,1.6671B,,9.2,0,0
KDP,Keurig Dr Pepper Inc,Consumer Staples,Beverages - Non-Alcoholic,USA,37198010000,37.1980B,23.59,27.38,-0.33,1101
KE,Kimball Electronics Inc,Industrials,Electrical Equipment & Parts,USA,758630000,758.6300M,32.64,31.17,0,0
KELYA,"Kelly Services, Inc",Industrials,Staffing & Employment Services,USA,404490000,404.4900M,,11.15,-0.36,245
KEX,Kirby Corp,Industrials,Marine Shipping,USA,6472560000,6.4726B,18.87,119.42,0,0
KEY,Keycorp,Financials,Banks - Regional,USA,23889990000,23.8900B,14.45,22,0,0
KEYS,Keysight Technologies Inc,Technology,Scientific & Technical Instruments,USA,38694400000,38.6944B,46.19,225.6,1.05,240
KFII,K&F Growth Acquisition Corp II,Financials,Shell Companies,USA,409050000,409.0500M,54.5,10.42,0,0
KFRC,Kforce Inc,Industrials,Staffing & Employment Services,USA,665410000,665.4100M,18.73,36.68,0,0
KFS,Kingsway Financial Services Inc,Consumer Discretionary,Auto & Truck Dealerships,USA,394090000,394.0900M,,13.61,0,0
KFY,Korn Ferry,Industrials,Staffing & Employment Services,USA,3657820000,3.6578B,14.22,70.08,0,0
KGS,Kodiak Gas Services Inc,Energy,Oil & Gas Equipment & Services,USA,3559310000,3.5593B,52.58,41.54,0,0
KHC,Kraft Heinz Co,Consumer Staples,Packaged Foods,USA,27711340000,27.7113B,,23.41,-0.38,6751
KIDS,OrthoPediatrics corp,Healthcare,Medical Devices,USA,433590000,433.5900M,,17.29,0,0
KIO,KKR Income Opportunities Fund,Financials,Closed-End Fund - Debt,USA,477780000,477.7800M,22.06,11.69,0,0
KKR,KKR & Co. Inc,Financials,Asset Management,USA,1.02541E+11,102.5413B,49.01,115.04,0.59,184
KLAC,KLA Corp,Technology,Semiconductor Equipment & Materials,USA,1.86903E+11,186.9035B,41.42,1425.91,1.1,2157
KLC,KinderCare Learning Companies Inc,Consumer Staples,Education & Training Services,USA,567930000,567.9300M,,4.8,0,50
KLIC,"Kulicke & Soffa Industries, Inc",Technology,Semiconductor Equipment & Materials,USA,3080300000,3.0803B,,58.86,1.64,518
KMB,Kimberly-Clark Corp,Consumer Staples,Household & Personal Products,USA,32980090000,32.9801B,16.39,99.38,-0.12,638
KMI,Kinder Morgan Inc,Energy,Oil & Gas Midstream,USA,65852910000,65.8529B,21.62,29.6,-0.03,2107
KMPR,Kemper Corporation,Financials,Insurance - Property & Casualty,USA,2282160000,2.2822B,10.17,38.98,0,0
KMT,Kennametal Inc,Industrials,Tools & Accessories,USA,2705870000,2.7059B,29.19,35.56,0,0
KMTS,Kestra Medical Technologies Ltd,Healthcare,Medical Instruments & Supplies,USA,1458730000,1.4587B,,25,0,0
KMX,Carmax Inc,Consumer Discretionary,Auto & Truck Dealerships,USA,6349650000,6.3496B,14.81,44.78,0,0
KN,Knowles Corp,Technology,Electronic Components,USA,2140720000,2.1407B,56.37,25.14,0,0
KNF,Knife River Corp,Materials,Building Materials,USA,3918890000,3.9189B,26.58,69.16,0,0
KNSL,Kinsale Capital Group Inc,Financials,Insurance - Property & Casualty,USA,9147640000,9.1476B,19.32,393.22,0,0
KNTK,Kinetik Holdings Inc,Energy,Oil & Gas Midstream,USA,6549040000,6.5490B,99.9,40.53,1,72
KNX,Knight-Swift Transportation Holdings Inc,Industrials,Trucking,USA,9603980000,9.6040B,145.82,59.16,0,0
KO,Coca-Cola Co,Consumer Staples,Beverages - Non-Alcoholic,USA,3.23051E+11,323.0508B,24.86,75.1,-0.31,22823
KOD,Kodiak Sciences Inc,Healthcare,Biotechnology,USA,1404120000,1.4041B,,23,-4.6,421
KODK,Eastman Kodak Co,Industrials,Specialty Business Services,USA,699870000,699.8700M,,7.26,-1.49,176
KOP,Koppers Holdings Inc,Materials,Specialty Chemicals,USA,582340000,582.3400M,37,29.69,0,0
KOPN,Kopin Corp,Technology,Electronic Components,USA,474610000,474.6100M,,2.6,0.39,7520
KOS,Kosmos Energy Ltd,Energy,Oil & Gas E&P,USA,664870000,664.8700M,,1.39,2.21,3618
KOYN,CSLM Digital Asset Acquisition Corp III Ltd,Financials,Shell Companies,USA,316210000,316.2100M,,10.02,0,0
KR,Kroger Co,Consumer Staples,Grocery Stores,USA,39907470000,39.9075B,57.76,63.06,0,0
KRMN,Karman Holdings Inc,Industrials,Aerospace & Defense,USA,13612010000,13.6120B,1201.75,102.87,0,0
KRNY,Kearny Financial Corp,Financials,Banks - Regional,USA,522440000,522.4400M,15.68,8.07,0,0
KRO,"Kronos Worldwide, Inc",Materials,Specialty Chemicals,USA,629340000,629.3400M,,5.47,0,0
KROS,Keros Therapeutics Inc,Healthcare,Biotechnology,USA,560580000,560.5800M,11.93,18.4,0,0
KRP,Kimbell Royalty Partners LP,Energy,Oil & Gas E&P,USA,1621530000,1.6215B,,13.25,0,0
KRSP,Rice Acquisition Corp 3,Financials,Shell Companies,USA,476590000,476.5900M,,10.36,0,0
KRT,Karat Packaging Inc,Consumer Discretionary,Packaging & Containers,USA,502690000,502.6900M,16.68,25.01,0,0
KRUS,Kura Sushi USA Inc,Consumer Discretionary,Restaurants,USA,839200000,839.2000M,,69.29,0,0
KRYS,Krystal Biotech Inc,Healthcare,Biotechnology,USA,8185130000,8.1851B,42.34,282.27,0,0
KSS,Kohl's Corp,Consumer Discretionary,Department Stores,USA,2016040000,2.0160B,10.54,17.97,0,0
KTB,Kontoor Brands Inc,Consumer Discretionary,Apparel Manufacturing,USA,3407330000,3.4073B,15.78,61.29,0,0
KTF,DWS Municipal Income Trust,Financials,Closed-End Fund - Debt,USA,357650000,357.6500M,,9.13,0,0
KTOS,Kratos Defense & Security Solutions Inc,Industrials,Aerospace & Defense,USA,16532880000,16.5329B,797.39,97.92,1.83,12134
KURA,Kura Oncology Inc,Healthcare,Biotechnology,USA,719630000,719.6300M,,8.27,0,0
KVUE,Kenvue Inc,Consumer Staples,Household & Personal Products,USA,33300280000,33.3003B,23.36,17.38,0,0
KVYO,Klaviyo Inc,Technology,Software - Application,USA,6802830000,6.8028B,,22.53,-0.13,1523
KWR,Quaker Houghton,Materials,Specialty Chemicals,USA,2726030000,2.7260B,,157.21,0,0
KYMR,Kymera Therapeutics Inc,Healthcare,Biotechnology,USA,5967760000,5.9678B,,75.59,-0.04,38
KYN,Kayne Anderson Energy Infrastructure Fund Inc,Financials,Closed-End Fund - Equity,USA,2218930000,2.2189B,,13.12,0,0
KYTX,Kyverna Therapeutics Inc,Healthcare,Biotechnology,USA,478180000,478.1800M,,8.37,0.48,10
L,Loews Corp,Financials,Insurance - Property & Casualty,USA,21860450000,21.8605B,15.35,105.78,0,0
LAB,Standard BioTools Inc,Healthcare,Medical Devices,USA,532240000,532.2400M,,1.38,-1.84,2338
LAD,"Lithia Motors, Inc",Consumer Discretionary,Auto & Truck Dealerships,USA,7945760000,7.9458B,9.48,327.66,0,0
LASR,nLIGHT Inc,Technology,Semiconductors,USA,2509840000,2.5098B,,49.42,2.79,1393
LAUR,Laureate Education Inc,Consumer Staples,Education & Training Services,USA,5149080000,5.1491B,25.57,34.94,0,0
LAW,CS Disco Inc,Technology,Software - Application,USA,402450000,402.4500M,,6.44,0,0
LAZ,Lazard Inc,Financials,Capital Markets,USA,5104430000,5.1044B,24.76,53.8,0,0
LB,Landbridge Company LLC,Energy,Oil & Gas Equipment & Services,USA,4150240000,4.1502B,67.3,54.3,0,0
LBRDA,Liberty Broadband Corp,Communication Services,Telecom Services,USA,7129110000,7.1291B,9.01,49.63,0,0
LBRDK,Liberty Broadband Corp,Communication Services,Telecom Services,USA,7129110000,7.1291B,9.02,49.7,0,0
LBRT,Liberty Energy Inc,Energy,Oil & Gas Equipment & Services,USA,4049180000,4.0492B,27.87,25,-4.18,4385
LBRX,LB Pharmaceuticals Inc,Healthcare,Biotechnology,USA,579600000,579.6000M,,22.91,0,0
LC,LendingClub Corp,Financials,Banks - Regional,USA,1939370000,1.9394B,14.56,16.82,-0.24,2735
LCID,Lucid Group Inc,Consumer Discretionary,Auto Manufacturers,USA,3338930000,3.3389B,,10.3,0.1,49106
LCII,LCI Industries,Consumer Discretionary,Recreational Vehicles,USA,3588330000,3.5883B,20.7,148.29,0.09,65
LCTX,Lineage Cell Therapeutics Inc,Healthcare,Biotechnology,USA,354700000,354.7000M,,1.54,0,0
LDI,LoanDepot Inc,Financials,Mortgage Finance,USA,729790000,729.7900M,,2.19,0,0
LDOS,Leidos Holdings Inc,Technology,Information Technology Services,USA,24041890000,24.0419B,17.54,188.04,0,0
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc,Financials,Closed-End Fund - Debt,USA,622880000,622.8800M,9.31,21.42,0,0
LE,"Lands' End, Inc",Consumer Discretionary,Apparel Retail,USA,550220000,550.2200M,48.47,18.01,0,0
LEA,Lear Corp,Consumer Discretionary,Auto Parts,USA,6120680000,6.1207B,14.45,118,0,0
LECO,"Lincoln Electric Holdings, Inc",Industrials,Tools & Accessories,USA,14726110000,14.7261B,28.68,267.62,0,0
LEG,"Leggett & Platt, Inc",Consumer Discretionary,"Furnishings, Fixtures & Appliances",USA,1619820000,1.6198B,7.45,11.96,-1.89,31
LEGH,Legacy Housing Corp,Consumer Discretionary,Residential Construction,USA,495510000,495.5100M,10.56,20.76,0,0
LEGN,Legend Biotech Corp ADR,Healthcare,Biotechnology,USA,3232070000,3.2321B,,17.5,2.04,77
LEN,Lennar Corp,Consumer Discretionary,Residential Construction,USA,26718060000,26.7181B,13.66,109.1,0.28,288
LENZ,LENZ Therapeutics Inc,Healthcare,Biotechnology,USA,510030000,510.0300M,,16.3,0,0
LEO,BNY Mellon Strategic Municipals Inc,Financials,Closed-End Fund - Debt,USA,402400000,402.4000M,,6.46,0,0
LEU,Centrus Energy Corp,Energy,Uranium,USA,4972070000,4.9721B,41.49,273.01,2.17,6485
LEVI,Levi Strauss & Co,Consumer Discretionary,Apparel Manufacturing,USA,7696730000,7.6967B,17.9,19.71,0.15,103
LFCR,Lifecore Biomedical Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,319210000,319.2100M,,8.52,0,0
LFST,LifeStance Health Group Inc,Healthcare,Medical Care Facilities,USA,2793020000,2.7930B,,7.18,0,0
LFUS,"Littelfuse, Inc",Technology,Electronic Components,USA,8078360000,8.0784B,,324.41,-0.27,231
LGIH,LGI Homes Inc,Consumer Discretionary,Residential Construction,USA,1158570000,1.1586B,11.08,50.2,0,0
LGN,Legence Corp,Industrials,Engineering & Construction,USA,5011930000,5.0119B,,47.58,0,0
LGND,"Ligand Pharmaceuticals, Inc",Healthcare,Biotechnology,USA,3918630000,3.9186B,95.83,199.1,0.59,985
LH,Labcorp Holdings Inc,Healthcare,Diagnostics & Research,USA,22407040000,22.4070B,26.54,270.29,0,0
LHX,L3Harris Technologies Inc,Industrials,Aerospace & Defense,USA,63745740000,63.7457B,39.97,340.79,0.16,979
LIF,Life360 Inc,Technology,Software - Application,USA,4687570000,4.6876B,170,59.79,3.35,295
LIFE,Ethos Technologies Inc,Financials,Insurance - Life,USA,882720000,882.7200M,15.72,14.11,1.51,326
LII,Lennox International Inc,Industrials,Building Products & Equipment,USA,17371200000,17.3712B,22.27,495.29,0,0
LILA,Liberty Latin America Ltd,Communication Services,Telecom Services,USA,1572400000,1.5724B,,7.77,0,0
LILAK,Liberty Latin America Ltd,Communication Services,Telecom Services,USA,1572400000,1.5724B,,7.85,0,0
LINC,Lincoln Educational Services Corp,Consumer Staples,Education & Training Services,USA,859530000,859.5300M,60,27.18,0,0
LIND,Lindblad Expeditions Holdings Inc,Consumer Discretionary,Travel Services,USA,957320000,957.3200M,,17.28,0,0
LITE,Lumentum Holdings Inc,Technology,Communication Equipment,USA,31990080000,31.9901B,301.62,451.2,6.56,95240
LKFN,Lakeland Financial Corp,Financials,Banks - Regional,USA,1551130000,1.5511B,15.16,60.76,0,0
LKQ,LKQ Corp,Consumer Discretionary,Auto Parts,USA,8324010000,8.3240B,12.07,32.52,0,0
LLY,Lilly(Eli) & Co,Healthcare,Drug Manufacturers - General,USA,9.86035E+11,986.0352B,51.58,1043,-0.11,15016
LLYVA,Liberty Live Holdings Inc,Communication Services,Entertainment,USA,7420590000,7.4206B,,80.72,0,0
LLYVK,Liberty Live Holdings Inc,Communication Services,Entertainment,USA,7620080000,7.6201B,,82.89,0,0
LMAT,Lemaitre Vascular Inc,Healthcare,Medical Instruments & Supplies,USA,1959840000,1.9598B,37.17,86.39,0,0
LMB,Limbach Holdings Inc,Industrials,Building Products & Equipment,USA,999090000,999.0900M,28.36,85.93,0,2
LMND,Lemonade Inc,Financials,Insurance - Property & Casualty,USA,6118980000,6.1190B,,81.88,1.63,6052
LMRI,Lumexa Imaging Holdings Inc,Healthcare,Medical Devices,USA,1159370000,1.1594B,,12.26,0,0
LMT,Lockheed Martin Corp,Industrials,Aerospace & Defense,USA,1.46096E+11,146.0963B,29.55,634.98,-0.16,5477
LNC,Lincoln National Corp,Financials,Insurance - Life,USA,8053420000,8.0534B,3.81,42.4,0,0
LNG,Cheniere Energy Inc,Energy,Oil & Gas Midstream,USA,44717180000,44.7172B,11.56,207.76,0,269
LNKB,Linkbancorp Inc,Financials,Banks - Regional,USA,334120000,334.1200M,9.92,8.92,0,0
LNN,Lindsay Corporation,Industrials,Farm & Heavy Construction Machinery,USA,1330570000,1.3306B,18.84,127.27,0,0
LNT,Alliant Energy Corp,Utilities,Utilities - Regulated Electric,USA,16736760000,16.7368B,20.49,65.11,0,0
LNTH,Lantheus Holdings Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,4409730000,4.4097B,27.93,66.5,0,0
LOAR,Loar Holdings Inc,Industrials,Aerospace & Defense,USA,6343860000,6.3439B,102.5,67.76,0,0
LOB,Live Oak Bancshares Inc,Financials,Banks - Regional,USA,1881840000,1.8818B,18.48,41.15,0,0
LOCO,El Pollo Loco Holdings Inc,Consumer Discretionary,Restaurants,USA,310330000,310.3300M,11.75,10.36,0,0
LOPE,Grand Canyon Education Inc,Consumer Staples,Education & Training Services,USA,4898680000,4.8987B,23.63,175.15,0,0
LOW,"Lowe's Cos., Inc",Consumer Discretionary,Home Improvement Retail,USA,1.5093E+11,150.9296B,22.31,269.06,0,0
LPAA,Launch One Acquisition Corp,Financials,Shell Companies,USA,305900000,305.9000M,34.82,10.64,0,0
LPBB,Launch Two Acquisition Corp,Financials,Shell Companies,USA,304170000,304.1700M,33.34,10.58,0,0
LPG,Dorian LPG Ltd,Energy,Oil & Gas Midstream,USA,1282140000,1.2821B,13.44,29.93,0.34,475
LPLA,LPL Financial Holdings Inc,Financials,Capital Markets,USA,30120560000,30.1206B,34.17,376.33,0,0
LPTH,"Lightpath Technologies, Inc",Technology,Electronic Components,USA,569030000,569.0300M,,10.68,1.71,3396
LPX,Louisiana-Pacific Corp,Industrials,Building Products & Equipment,USA,5902980000,5.9030B,27.34,84.76,0,0
LQDA,Liquidia Corp,Healthcare,Biotechnology,USA,3886960000,3.8870B,,44.68,1.06,1097
LQDT,Liquidity Services Inc,Consumer Discretionary,Internet Retail,USA,1005490000,1.0055B,37.63,32.64,0,0
LRCX,Lam Research Corp,Technology,Semiconductor Equipment & Materials,USA,3.02153E+11,302.1526B,49.59,241.96,1.88,18163
LRMR,Larimar Therapeutics Inc,Healthcare,Biotechnology,USA,300420000,300.4200M,,3.51,0,0
LRN,Stride Inc,Consumer Staples,Education & Training Services,USA,3710870000,3.7109B,13.26,87.15,0.68,95
LSCC,Lattice Semiconductor Corp,Technology,Semiconductors,USA,11417560000,11.4176B,423.49,83.47,0.68,99
LSTR,"Landstar System, Inc",Industrials,Integrated Freight & Logistics,USA,5450500000,5.4505B,47.98,158.7,0,0
LTBR,Lightbridge Corp,Industrials,Electrical Equipment & Parts,USA,500460000,500.4600M,,15.46,3.2,5342
LTH,Life Time Group Holdings Inc,Consumer Discretionary,Leisure,USA,6685930000,6.6859B,23.65,30.32,0,0
LUCK,Lucky Strike Entertainment Corp,Consumer Discretionary,Leisure,USA,1110110000,1.1101B,,7.95,0,0
LUMN,Lumen Technologies Inc,Communication Services,Telecom Services,USA,9384640000,9.3846B,,9.15,2.46,22119
LUNR,Intuitive Machines Inc,Industrials,Aerospace & Defense,USA,3285220000,3.2852B,,18.23,2.18,39741
LUV,Southwest Airlines Co,Industrials,Airlines,USA,25795700000,25.7957B,58.6,49.88,0.48,3972
LVS,Las Vegas Sands Corp,Consumer Discretionary,Resorts & Casinos,USA,37620120000,37.6201B,23.7,55.64,0,1132
LVWR,LiveWire Group Inc,Consumer Discretionary,Auto Manufacturers,USA,487530000,487.5300M,,2.39,-2.05,743
LW,Lamb Weston Holdings Inc,Consumer Staples,Packaged Foods,USA,6221820000,6.2218B,16.11,44.8,-0.49,396
LWAC,LightWave Acquisition Corp,Financials,Shell Companies,USA,303760000,303.7600M,,10.1,0,0
LWAY,"Lifeway Foods, Inc",Consumer Staples,Packaged Foods,USA,339140000,339.1400M,30.72,22.27,0,0
LWLG,Lightwave Logic Inc,Materials,Specialty Chemicals,USA,487200000,487.2000M,,3.35,1.82,3093
LXEO,Lexeo Therapeutics Inc,Healthcare,Biotechnology,USA,566380000,566.3800M,,7.76,1.57,400
LXFR,Luxfer Holdings PLC,Industrials,Specialty Industrial Machinery,USA,417370000,417.3700M,29.53,15.62,0,0
LXRX,Lexicon Pharmaceuticals Inc,Healthcare,Biotechnology,USA,454250000,454.2500M,,1.25,0,0
LXU,"LSB Industries, Inc",Materials,Chemicals,USA,658290000,658.2900M,,9.15,0,0
LYEL,Lyell Immunopharma Inc,Healthcare,Biotechnology,USA,526210000,526.2100M,,24.77,0,0
LYFT,Lyft Inc,Technology,Software - Application,USA,6908810000,6.9088B,47.96,17.3,0.23,2333
LYTS,LSI Industries Inc,Technology,Electronic Components,USA,693060000,693.0600M,27.21,22.29,0,0
LYV,Live Nation Entertainment Inc,Communication Services,Entertainment,USA,33424200000,33.4242B,105.07,143.94,0,0
LZ,LegalZoom.com Inc,Industrials,Specialty Business Services,USA,1607840000,1.6078B,72.91,9.07,-0.55,8017
LZB,La-Z-Boy Inc,Consumer Discretionary,"Furnishings, Fixtures & Appliances",USA,1536110000,1.5361B,17.18,37.24,0,0
M,Macy's Inc,Consumer Discretionary,Department Stores,USA,5639380000,5.6394B,12.47,21.21,0.09,366
MA,Mastercard Incorporated,Financials,Credit Services,USA,4.96755E+11,496.7548B,33.48,553.02,-0.42,1427
MAGN,Magnera Corp,Consumer Staples,Household & Personal Products,USA,479320000,479.3200M,,13.37,0,0
MAIN,Main Street Capital Corporation,Financials,Asset Management,USA,5681640000,5.6816B,10.51,63.42,0,0
MAMA,Mama's Creations Inc,Consumer Staples,Packaged Foods,USA,609800000,609.8000M,128.31,15,-2.79,1362
MAN,ManpowerGroup,Industrials,Staffing & Employment Services,USA,1715310000,1.7153B,,37.05,1.01,4932
MANH,"Manhattan Associates, Inc",Technology,Software - Application,USA,9080320000,9.0803B,41.79,150.69,0,0
MAR,"Marriott International, Inc",Consumer Discretionary,Lodging,USA,85703500000,85.7035B,33.73,319.37,0.03,490
MARA,MARA Holdings Inc,Financials,Capital Markets,USA,3494420000,3.4944B,5.12,9.24,1.32,112004
MAS,Masco Corp,Industrials,Building Products & Equipment,USA,13826300000,13.8263B,17.05,66.57,0,0
MASI,Masimo Corp,Healthcare,Medical Devices,USA,7435090000,7.4351B,,138.42,0,0
MAT,"Mattel, Inc",Consumer Discretionary,Leisure,USA,6611210000,6.6112B,15.93,21.27,0.14,35
MATV,Mativ Holdings Inc,Materials,Specialty Chemicals,USA,686250000,686.2500M,,12.55,0,0
MATW,Matthews International Corp,Industrials,Conglomerates,USA,829510000,829.5100M,,26.65,0,0
MATX,Matson Inc,Industrials,Marine Shipping,USA,5206140000,5.2061B,12.71,166.97,0.75,336
MAX,MediaAlpha Inc,Communication Services,Internet Content & Information,USA,656930000,656.9300M,,10.08,0,0
MAZE,Maze Therapeutics Inc,Healthcare,Biotechnology,USA,2239000000,2.2390B,,46.53,0,0
MBAV,M3 Brigade Acquisition V Corp,Financials,Shell Companies,USA,383810000,383.8100M,48.77,10.68,0,0
MBC,MasterBrand Inc,Consumer Discretionary,"Furnishings, Fixtures & Appliances",USA,1583470000,1.5835B,19.6,12.49,0,0
MBI,MBIA Inc,Financials,Insurance - Specialty,USA,324670000,324.6700M,,6.43,0,0
MBIN,Merchants Bancorp,Financials,Banks - Regional,USA,1956720000,1.9567B,11.29,42.64,0,0
MBUU,Malibu Boats Inc,Consumer Discretionary,Recreational Vehicles,USA,631210000,631.2100M,33.4,32.83,0,0
MBVI,M3 Brigade Acquisition VI Corp,Financials,Shell Companies,USA,437290000,437.2900M,,10.14,0,0
MBWM,Mercantile Bank Corp,Financials,Banks - Regional,USA,918500000,918.5000M,9.78,53.46,0,0
MBX,MBX Biosciences Inc,Healthcare,Biotechnology,USA,1769150000,1.7692B,,39.4,0.84,1050
MC,Moelis & Co,Financials,Capital Markets,USA,5770270000,5.7703B,23.98,71.65,0,0
MCB,Metropolitan Bank Holding Corp,Financials,Banks - Regional,USA,974400000,974.4000M,14.23,94.62,0,0
MCBS,MetroCity Bankshares Inc,Financials,Banks - Regional,USA,843220000,843.2200M,11.09,29.26,0,0
MCD,McDonald's Corp,Consumer Discretionary,Restaurants,USA,2.25589E+11,225.5891B,27.02,316.77,-0.55,1217
MCFT,MasterCraft Boat Holdings Inc,Consumer Discretionary,Recreational Vehicles,USA,357870000,357.8700M,34.83,21.97,-0.18,68
MCHB,Mechanics Bancorp,Financials,Banks - Regional,USA,3628210000,3.6282B,,15.69,0,0
MCHP,"Microchip Technology, Inc",Technology,Semiconductors,USA,41992720000,41.9927B,,77.7,-0.49,1966
MCK,Mckesson Corporation,Healthcare,Medical Distribution,USA,1.04482E+11,104.4819B,26.35,846.51,0,0
MCO,Moody's Corp,Financials,Financial Data & Stock Exchanges,USA,92241710000,92.2417B,41.57,517.05,0,0
MCRI,"Monarch Casino & Resort, Inc",Consumer Discretionary,Resorts & Casinos,USA,1677570000,1.6776B,16.59,91.92,0,0
MCS,Marcus Corp,Communication Services,Entertainment,USA,464640000,464.6400M,65.87,15.48,0,0
MCW,Mister Car Wash Inc,Consumer Discretionary,Auto & Truck Dealerships,USA,1837660000,1.8377B,20.19,5.61,0,0
MCY,Mercury General Corp,Financials,Insurance - Property & Casualty,USA,4906880000,4.9069B,11.16,88.59,0,0
MD,Pediatrix Medical Group Inc,Healthcare,Medical Care Facilities,USA,1841210000,1.8412B,11.32,21.44,0,0
MDB,MongoDB Inc,Technology,Software - Infrastructure,USA,30481210000,30.4812B,,374.5,0.49,2748
MDGL,Madrigal Pharmaceuticals Inc,Healthcare,Biotechnology,USA,11122460000,11.1225B,,489.73,0,0
MDLN,Medline Inc,Healthcare,Medical Instruments & Supplies,USA,56818270000,56.8183B,27.32,43.25,-3.93,315
MDLZ,Mondelez International Inc,Consumer Staples,Confectioners,USA,75524680000,75.5247B,21.86,58.53,-0.27,5173
MDU,MDU Resources Group Inc,Utilities,Utilities - Regulated Gas,USA,4163280000,4.1633B,24.68,20.37,0,0
MDXG,Mimedx Group Inc,Healthcare,Biotechnology,USA,753840000,753.8400M,18.64,5.09,0,0
MEC,Mayville Engineering Company Inc,Industrials,Metal Fabrication,USA,402300000,402.3000M,34.46,19.8,0,0
MEDP,Medpace Holdings Inc,Healthcare,Diagnostics & Research,USA,16567700000,16.5677B,41.14,588.17,0,0
MEG,Montrose Environmental Group Inc,Industrials,Waste Management,USA,818770000,818.7700M,,23.17,0,0
MEGI,NYLI CBRE Global Infrastructure Megatrends Term Fund,Financials,Closed-End Fund - Equity,USA,738030000,738.0300M,8.06,14.18,0,0
MELI,MercadoLibre Inc,Consumer Discretionary,Internet Retail,USA,1.08771E+11,108.7708B,52.37,2145.5,-0.08,214
MET,Metlife Inc,Financials,Insurance - Life,USA,52599320000,52.5993B,15.03,79.83,0,0
META,Meta Platforms Inc,Communication Services,Internet Content & Information,USA,1.79061E+12,1.7906T,30.13,707.7,0.18,35262
METC,Ramaco Resources Inc,Materials,Coking Coal,USA,1208220000,1.2082B,,19.21,3.06,1542
MFIC,MidCap Financial Investment Corporation,Financials,Asset Management,USA,1033760000,1.0338B,10.37,11.08,0,0
MG,Mistras Group Inc,Industrials,Security & Protection Services,USA,455560000,455.5600M,25.31,14.44,0,0
MGEE,"MGE Energy, Inc",Utilities,Utilities - Regulated Electric,USA,2888270000,2.8883B,21.45,79.04,0,0
MGM,MGM Resorts International,Consumer Discretionary,Resorts & Casinos,USA,9159730000,9.1597B,210.23,33.49,0,0
MGNI,Magnite Inc,Communication Services,Advertising Agencies,USA,2031180000,2.0312B,37.51,14.14,0.57,6
MGPI,"MGP Ingredients, Inc",Consumer Staples,Beverages - Wineries & Distilleries,USA,534490000,534.4900M,,25.1,0,0
MGRC,McGrath Rentcorp,Industrials,Rental & Leasing Services,USA,2841170000,2.8412B,19.54,115.44,0,0
MGTX,MeiraGTx Holdings plc,Healthcare,Biotechnology,USA,630240000,630.2400M,,7.83,0,0
MGY,Magnolia Oil & Gas Corp,Energy,Oil & Gas E&P,USA,4673510000,4.6735B,13.78,24.77,0,0
MH,McGraw Hill Inc,Consumer Staples,Education & Training Services,USA,2786710000,2.7867B,,14.59,0,0
MHD,BlackRock MuniHoldings Fund Inc,Financials,Closed-End Fund - Debt,USA,621010000,621.0100M,,11.91,0,0
MHK,"Mohawk Industries, Inc",Consumer Discretionary,"Furnishings, Fixtures & Appliances",USA,7462460000,7.4625B,17.97,120.71,0,0
MHN,BlackRock MuniHoldings New York Quality Fund Inc,Financials,Closed-End Fund - Debt,USA,311790000,311.7900M,,10.31,0,0
MHO,MI Homes Inc,Consumer Discretionary,Residential Construction,USA,3493440000,3.4934B,9.08,133.6,0,0
MIAX,Miami International Holdings Inc,Financials,Capital Markets,USA,3593950000,3.5939B,,42.07,0.69,22
MIDD,Middleby Corp,Industrials,Specialty Industrial Machinery,USA,7548640000,7.5486B,,149.86,0,0
MIR,Mirion Technologies Inc,Industrials,Specialty Industrial Machinery,USA,6375480000,6.3755B,213.24,25.12,0.76,104
MIRM,Mirum Pharmaceuticals Inc,Healthcare,Biotechnology,USA,5364780000,5.3648B,,103.8,0,0
MITK,Mitek Systems Inc,Technology,Software - Application,USA,466590000,466.5900M,55.77,10.3,0,0
MIY,BlackRock MuniYield Michigan Quality Fund Inc,Financials,Closed-End Fund - Debt,USA,359740000,359.7400M,,12.42,0,0
MKC,"McCormick & Co., Inc",Consumer Staples,Packaged Foods,USA,16414940000,16.4149B,20.83,61.1,0,43
MKL,Markel Group Inc,Financials,Insurance - Property & Casualty,USA,25649120000,25.6491B,12.73,2033.99,0,0
